id,name,release_year,name_year,tmdbid,imdbid
2032,"Barefoot Executive, The ",1971,"Barefoot Executive, The 1971",20173,66811
2033,"Black Cauldron, The ",1985,"Black Cauldron, The 1985",10957,88814
2034,"Black Hole, The ",1979,"Black Hole, The 1979",9570,78869
2035,Blackbeard's Ghost ,1968,Blackbeard's Ghost 1968,16249,62737
2036,Blank Check ,1994,Blank Check 1994,13962,109287
2037,Candleshoe ,1977,Candleshoe 1977,14612,75807
2038,"Cat from Outer Space, The ",1978,"Cat from Outer Space, The 1978",19378,77305
2039,Cheetah ,1989,Cheetah 1989,65157,97053
2041,Condorman ,1981,Condorman 1981,19379,82199
2042,D2: The Mighty Ducks ,1994,D2: The Mighty Ducks 1994,11164,109520
2043,Darby O'Gill and the Little People ,1959,Darby O'Gill and the Little People 1959,18887,52722
2044,"Devil and Max Devlin, The ",1981,"Devil and Max Devlin, The 1981",40866,82263
2045,"Far Off Place, A ",1993,"Far Off Place, A 1993",24736,106868
2046,Flight of the Navigator ,1986,Flight of the Navigator 1986,10122,91059
2047,"Gnome-Mobile, The ",1967,"Gnome-Mobile, The 1967",24816,61715
2048,"Great Mouse Detective, The ",1986,"Great Mouse Detective, The 1986",9994,91149
2049,"Happiest Millionaire, The ",1967,"Happiest Millionaire, The 1967",25445,61749
2050,Herbie Goes Bananas ,1980,Herbie Goes Bananas 1980,12129,80861
2051,Herbie Goes to Monte Carlo ,1977,Herbie Goes to Monte Carlo 1977,14140,76137
2052,Hocus Pocus ,1993,Hocus Pocus 1993,10439,107120
2053,"Honey, I Blew Up the Kid ",1992,"Honey, I Blew Up the Kid 1992",11158,104437
2054,"Honey, I Shrunk the Kids ",1989,"Honey, I Shrunk the Kids 1989",9354,97523
2055,Hot Lead and Cold Feet ,1978,Hot Lead and Cold Feet 1978,28736,77698
2056,In Search of the Castaways ,1962,In Search of the Castaways 1962,34774,56095
2057,"Incredible Journey, The ",1963,"Incredible Journey, The 1963",37969,57180
2058,"Negotiator, The ",1998,"Negotiator, The 1998",9631,120768
2059,"Parent Trap, The ",1998,"Parent Trap, The 1998",9820,120783
2060,BASEketball ,1998,BASEketball 1998,14013,131857
2061,Full Tilt Boogie ,1997,Full Tilt Boogie 1997,36606,119165
2062,"Governess, The ",1998,"Governess, The 1998",96196,120687
2063,Seventh Heaven ,1997,Seventh Heaven 1997,98505,124115
2064,Roger & Me ,1989,Roger & Me 1989,1779,98213
2065,"Purple Rose of Cairo, The ",1985,"Purple Rose of Cairo, The 1985",10849,89853
2066,Out of the Past ,1947,Out of the Past 1947,678,39689
2067,Doctor Zhivago ,1965,Doctor Zhivago 1965,907,59113
2068,Fanny and Alexander ,1982,Fanny and Alexander 1982,5961,83922
2069,"Trip to Bountiful, The ",1985,"Trip to Bountiful, The 1985",47908,90203
2070,Tender Mercies ,1983,Tender Mercies 1983,42121,86423
2071,And the Band Played On ,1993,And the Band Played On 1993,2887,106273
2072,"'burbs, The ",1989,"'burbs, The 1989",11974,96734
2073,Fandango ,1985,Fandango 1985,20348,89126
2074,"Night Porter, The ",1974,"Night Porter, The 1974",26648,71910
2075,Mephisto ,1981,Mephisto 1981,11911,82736
2076,Blue Velvet ,1986,Blue Velvet 1986,793,90756
2077,"Journey of Natty Gann, The ",1985,"Journey of Natty Gann, The 1985",35144,89385
2078,"Jungle Book, The ",1967,"Jungle Book, The 1967",9325,61852
2079,Kidnapped ,1960,Kidnapped 1960,43037,53994
2080,Lady and the Tramp ,1955,Lady and the Tramp 1955,10340,48280
2081,"Little Mermaid, The ",1989,"Little Mermaid, The 1989",10144,97757
2082,"Mighty Ducks, The ",1992,"Mighty Ducks, The 1992",10414,104868
2083,"Muppet Christmas Carol, The ",1992,"Muppet Christmas Carol, The 1992",10437,104940
2084,Newsies ,1992,Newsies 1992,15300,104990
2085,101 Dalmatians ,1961,101 Dalmatians 1961,12230,55254
2086,One Magic Christmas ,1985,One Magic Christmas 1985,13380,89731
2087,Peter Pan ,1953,Peter Pan 1953,10693,46183
2088,Popeye ,1980,Popeye 1980,11335,81353
2089,"Rescuers Down Under, The ",1990,"Rescuers Down Under, The 1990",11135,100477
2090,"Rescuers, The ",1977,"Rescuers, The 1977",11319,76618
2091,Return from Witch Mountain ,1978,Return from Witch Mountain 1978,14822,78158
2093,Return to Oz ,1985,Return to Oz 1985,13155,89908
2094,"Rocketeer, The ",1991,"Rocketeer, The 1991",10249,102803
2095,"Shaggy D.A., The ",1976,"Shaggy D.A., The 1976",15943,75200
2096,Sleeping Beauty ,1959,Sleeping Beauty 1959,10882,53285
2097,Something Wicked This Way Comes ,1983,Something Wicked This Way Comes 1983,24808,86336
2098,Son of Flubber ,1963,Son of Flubber 1963,19762,57518
2099,Song of the South ,1946,Song of the South 1946,13850,38969
2100,Splash ,1984,Splash 1984,2619,88161
2101,Squanto: A Warrior's Tale ,1994,Squanto: A Warrior's Tale 1994,65158,111271
2104,Tex ,1982,Tex 1982,27332,84783
2105,Tron ,1982,Tron 1982,97,84827
2106,Swing Kids ,1993,Swing Kids 1993,10419,108265
2108,L.A. Story ,1991,L.A. Story 1991,2107,102250
2109,"Jerk, The ",1979,"Jerk, The 1979",6471,79367
2110,Dead Men Don't Wear Plaid ,1982,Dead Men Don't Wear Plaid 1982,9442,83798
2111,"Man with Two Brains, The ",1983,"Man with Two Brains, The 1983",11591,85894
2112,Grand Canyon ,1991,Grand Canyon 1991,13697,101969
2113,Graveyard Shift ,1990,Graveyard Shift 1990,19158,99697
2114,"Outsiders, The ",1983,"Outsiders, The 1983",227,86066
2115,Indiana Jones and the Temple of Doom ,1984,Indiana Jones and the Temple of Doom 1984,87,87469
2116,"Lord of the Rings, The ",1978,"Lord of the Rings, The 1978",123,77869
2118,"Dead Zone, The ",1983,"Dead Zone, The 1983",11336,85407
2119,Maximum Overdrive ,1986,Maximum Overdrive 1986,9980,91499
2120,Needful Things ,1993,Needful Things 1993,10657,107665
2121,Cujo ,1983,Cujo 1983,10489,85382
2122,Children of the Corn ,1984,Children of the Corn 1984,10823,87050
2123,All Dogs Go to Heaven ,1989,All Dogs Go to Heaven 1989,11497,96787
2124,"Addams Family, The ",1991,"Addams Family, The 1991",2907,101272
2125,Ever After: A Cinderella Story ,1998,Ever After: A Cinderella Story 1998,9454,120631
2126,Snake Eyes ,1998,Snake Eyes 1998,8688,120832
2127,"First Love, Last Rites ",1997,"First Love, Last Rites 1997",118452,128214
2128,Safe Men ,1998,Safe Men 1998,16155,120813
2129,"Saltmen of Tibet, The ",1997,"Saltmen of Tibet, The 1997",48894,120056
2130,Atlantic City ,1980,Atlantic City 1980,23954,80388
2131,Autumn Sonata ,1978,Autumn Sonata 1978,12761,77711
2132,Who's Afraid of Virginia Woolf? ,1966,Who's Afraid of Virginia Woolf? 1966,396,61184
2133,Adventures in Babysitting ,1987,Adventures in Babysitting 1987,14367,92513
2134,Weird Science ,1985,Weird Science 1985,11814,90305
2135,Doctor Dolittle ,1967,Doctor Dolittle 1967,16081,61584
2136,"Nutty Professor, The ",1963,"Nutty Professor, The 1963",18331,57372
2137,Charlotte's Web ,1973,Charlotte's Web 1973,15171,70016
2138,Watership Down ,1978,Watership Down 1978,11837,78480
2139,"Secret of NIMH, The ",1982,"Secret of NIMH, The 1982",11704,84649
2140,"Dark Crystal, The ",1982,"Dark Crystal, The 1982",11639,83791
2141,"American Tail, An ",1986,"American Tail, An 1986",4978,90633
2142,"American Tail: Fievel Goes West, An ",1991,"American Tail: Fievel Goes West, An 1991",10380,101329
2143,Legend ,1985,Legend 1985,11976,89469
2144,Sixteen Candles ,1984,Sixteen Candles 1984,15144,88128
2145,Pretty in Pink ,1986,Pretty in Pink 1986,11522,91790
2146,St. Elmo's Fire ,1985,St. Elmo's Fire 1985,11557,90060
2147,"Clan of the Cave Bear, The ",1986,"Clan of the Cave Bear, The 1986",13853,90848
2148,House ,1986,House 1986,11415,91223
2149,House II: The Second Story ,1987,House II: The Second Story 1987,37530,93220
2150,"Gods Must Be Crazy, The ",1980,"Gods Must Be Crazy, The 1980",8393,80801
2151,"Gods Must Be Crazy II, The ",1989,"Gods Must Be Crazy II, The 1989",11937,97443
2152,Air Bud: Golden Receiver ,1998,Air Bud: Golden Receiver 1998,21661,140796
2153,"Avengers, The ",1998,"Avengers, The 1998",9320,118661
2154,How Stella Got Her Groove Back ,1998,How Stella Got Her Groove Back 1998,33644,120703
2155,"Slums of Beverly Hills, The ",1998,"Slums of Beverly Hills, The 1998",14662,120831
2157,"Chambermaid on the Titanic, The ",1998,"Chambermaid on the Titanic, The 1998",115872,129923
2160,Rosemary's Baby ,1968,Rosemary's Baby 1968,805,63522
2161,"NeverEnding Story, The ",1984,"NeverEnding Story, The 1984",34584,88323
2162,"NeverEnding Story II: The Next Chapter, The ",1990,"NeverEnding Story II: The Next Chapter, The 1990",34636,100240
2164,Surf Nazis Must Die ,1987,Surf Nazis Must Die 1987,28070,94077
2165,Your Friends and Neighbors ,1998,Your Friends and Neighbors 1998,77469,119517
2166,Return to Paradise ,1998,Return to Paradise 1998,10278,124595
2167,Blade ,1998,Blade 1998,36647,120611
2168,Dance with Me ,1998,Dance with Me 1998,17915,120576
2169,Dead Man on Campus ,1998,Dead Man on Campus 1998,14557,118301
2170,Wrongfully Accused ,1998,Wrongfully Accused 1998,9417,120901
2172,Strike! ,1998,Strike! 1998,19381,120692
2173,"Navigator: A Mediaeval Odyssey, The ",1988,"Navigator: A Mediaeval Odyssey, The 1988",34637,95709
2174,Beetlejuice ,1988,Beetlejuice 1988,4011,94721
2176,Rope ,1948,Rope 1948,1580,40746
2177,Family Plot ,1976,Family Plot 1976,5854,74512
2178,Frenzy ,1972,Frenzy 1972,573,68611
2179,Topaz ,1969,Topaz 1969,2370,65112
2180,Torn Curtain ,1966,Torn Curtain 1966,5780,61107
2181,Marnie ,1964,Marnie 1964,506,58329
2182,"Wrong Man, The ",1956,"Wrong Man, The 1956",22527,51207
2183,"Man Who Knew Too Much, The ",1956,"Man Who Knew Too Much, The 1956",574,49470
2184,"Trouble with Harry, The ",1955,"Trouble with Harry, The 1955",11219,48750
2185,I Confess ,1953,I Confess 1953,30159,45897
2186,Strangers on a Train ,1951,Strangers on a Train 1951,845,44079
2187,Stage Fright ,1950,Stage Fright 1950,1978,42994
2188,54 ,1998,54 1998,3682,120577
2190,Why Do Fools Fall In Love? ,1998,Why Do Fools Fall In Love? 1998,46702,123324
2191,"Merry War, A ",1997,"Merry War, A 1997",54795,119453
2192,See the Sea ,1997,See the Sea 1997,46748,139564
2193,Willow ,1988,Willow 1988,847,96446
2194,"Untouchables, The ",1987,"Untouchables, The 1987",117,94226
2195,Dirty Work ,1998,Dirty Work 1998,14577,120654
2196,Knock Off ,1998,Knock Off 1998,37498,120724
2197,Firelight ,1997,Firelight 1997,38621,119125
2198,Modulations ,1998,Modulations 1998,59138,139468
2199,Phoenix ,1998,Phoenix 1998,28047,119892
2200,Under Capricorn ,1949,Under Capricorn 1949,4175,42004
2201,"Paradine Case, The ",1947,"Paradine Case, The 1947",31667,39694
2202,Lifeboat ,1944,Lifeboat 1944,13321,37017
2203,Shadow of a Doubt ,1943,Shadow of a Doubt 1943,21734,36342
2204,Saboteur ,1942,Saboteur 1942,31997,35279
2205,Mr. & Mrs. Smith ,1941,Mr. & Mrs. Smith 1941,24197,33922
2206,Suspicion ,1941,Suspicion 1941,11462,34248
2207,Jamaica Inn ,1939,Jamaica Inn 1939,31995,31505
2208,"Lady Vanishes, The ",1938,"Lady Vanishes, The 1938",940,30341
2209,Young and Innocent ,1937,Young and Innocent 1937,2762,29811
2210,Sabotage ,1936,Sabotage 1936,12684,28212
2211,Secret Agent ,1936,Secret Agent 1936,2761,28231
2212,"Man Who Knew Too Much, The ",1934,"Man Who Knew Too Much, The 1934",8208,25452
2213,Waltzes from Vienna ,1933,Waltzes from Vienna 1933,52907,24747
2214,Number Seventeen ,1932,Number Seventeen 1932,15007,23285
2216,"Skin Game, The ",1931,"Skin Game, The 1931",52748,22395
2217,Elstree Calling ,1930,Elstree Calling 1930,75793,20852
2219,Murder! ,1930,Murder! 1930,31930,21165
2220,"Manxman, The ",1929,"Manxman, The 1929",20213,20142
2221,Blackmail ,1929,Blackmail 1929,543,19702
2222,Champagne ,1928,Champagne 1928,36054,18756
2223,"Farmer's Wife, The ",1928,"Farmer's Wife, The 1928",143750,18876
2224,Downhill ,1927,Downhill 1927,52782,17825
2226,"Ring, The ",1927,"Ring, The 1927",36056,18328
2229,"Pleasure Garden, The ",1925,"Pleasure Garden, The 1925",64398,16230
2231,Rounders ,1998,Rounders 1998,10220,128442
2232,Cube ,1997,Cube 1997,431,123755
2233,Digging to China ,1998,Digging to China 1998,31641,118980
2234,Let's Talk About Sex ,1998,Let's Talk About Sex 1998,223318,165857
2235,One Man's Hero ,1999,One Man's Hero 1999,69848,120775
2236,Simon Birch ,1998,Simon Birch 1998,22796,124879
2237,Without Limits ,1998,Without Limits 1998,22256,119934
2238,Seven Beauties ,1976,Seven Beauties 1976,37550,75040
2239,Swept Away ,1975,Swept Away 1975,37916,73817
2240,My Bodyguard ,1980,My Bodyguard 1980,21873,81207
2241,Class ,1983,Class 1983,21500,85346
2242,"Grandview, U.S.A. ",1984,"Grandview, U.S.A. 1984",84116,87359
2243,Broadcast News ,1987,Broadcast News 1987,12626,92699
2244,"Allnighter, The ",1987,"Allnighter, The 1987",37818,92537
2245,Working Girl ,1988,Working Girl 1988,3525,96463
2246,Stars and Bars ,1988,Stars and Bars 1988,129628,96166
2247,Married to the Mob ,1988,Married to the Mob 1988,2321,95593
2248,Say Anything... ,1989,Say Anything... 1989,2028,98258
2249,My Blue Heaven ,1990,My Blue Heaven 1990,16384,100212
2250,Men Don't Leave ,1990,Men Don't Leave 1990,91217,100134
2251,"Cabinet of Dr. Ramirez, The ",1991,"Cabinet of Dr. Ramirez, The 1991",77314,101530
2252,Hero ,1992,Hero 1992,10699,104412
2253,Toys ,1992,Toys 1992,11597,105629
2254,Choices ,1981,Choices 1981,218624,82172
2255,Young Doctors in Love ,1982,Young Doctors in Love 1982,47947,84938
2256,Parasite ,1982,Parasite 1982,48311,84472
2257,No Small Affair ,1984,No Small Affair 1984,44772,87810
2259,Blame It on Rio ,1984,Blame It on Rio 1984,14347,86973
2260,Wisdom ,1986,Wisdom 1986,41090,92225
2261,One Crazy Summer ,1986,One Crazy Summer 1986,18282,91680
2262,About Last Night... ,1986,About Last Night... 1986,18169,90583
2263,"Seventh Sign, The ",1988,"Seventh Sign, The 1988",11082,96073
2264,We're No Angels ,1989,We're No Angels 1989,5971,98625
2265,Nothing But Trouble ,1991,Nothing But Trouble 1991,11933,102558
2266,"Butcher's Wife, The ",1991,"Butcher's Wife, The 1991",20096,101523
2267,Mortal Thoughts ,1991,Mortal Thoughts 1991,30815,102469
2268,"Few Good Men, A ",1992,"Few Good Men, A 1992",881,104257
2269,Indecent Proposal ,1993,Indecent Proposal 1993,4478,107211
2270,"Century of Cinema, A ",1994,"Century of Cinema, A 1994",0,109390
2271,Permanent Midnight ,1998,Permanent Midnight 1998,22318,120788
2272,One True Thing ,1998,One True Thing 1998,53113,120776
2273,Rush Hour ,1998,Rush Hour 1998,2109,120812
2274,Lilian's Story ,1995,Lilian's Story 1995,122289,113658
2275,Six-String Samurai ,1998,Six-String Samurai 1998,24746,118736
2276,"Soldier's Daughter Never Cries, A ",1998,"Soldier's Daughter Never Cries, A 1998",72987,120835
2278,Ronin ,1998,Ronin 1998,8195,122690
2279,Urban Legend ,1998,Urban Legend 1998,9877,146336
2280,Clay Pigeons ,1998,Clay Pigeons 1998,26618,118863
2281,Monument Ave. ,1998,Monument Ave. 1998,21132,119802
2282,Pecker ,1998,Pecker 1998,11855,126604
2283,"Sheltering Sky, The ",1990,"Sheltering Sky, The 1990",24016,100594
2284,Bandit Queen ,1994,Bandit Queen 1994,14785,109206
2285,If.... ,1968,If.... 1968,14794,63850
2286,"Fiendish Plot of Dr. Fu Manchu, The ",1980,"Fiendish Plot of Dr. Fu Manchu, The 1980",3486,80731
2287,Them! ,1954,Them! 1954,11071,47573
2288,"Thing, The ",1982,"Thing, The 1982",1091,84787
2289,"Player, The ",1992,"Player, The 1992",10403,105151
2290,Stardust Memories ,1980,Stardust Memories 1980,11337,81554
2291,Edward Scissorhands ,1990,Edward Scissorhands 1990,162,99487
2293,Shadrach ,1998,Shadrach 1998,73351,144604
2294,Antz ,1998,Antz 1998,8916,120587
2295,"Impostors, The ",1998,"Impostors, The 1998",28134,120823
2296,"Night at the Roxbury, A ",1998,"Night at the Roxbury, A 1998",9429,120770
2297,What Dreams May Come ,1998,What Dreams May Come 1998,12159,120889
2298,Strangeland ,1998,Strangeland 1998,27791,124102
2299,"Battle of the Sexes, The ",1959,"Battle of the Sexes, The 1959",43106,52607
2300,"Producers, The ",1968,"Producers, The 1968",30197,63462
2301,History of the World: Part I ,1981,History of the World: Part I 1981,10156,82517
2302,My Cousin Vinny ,1992,My Cousin Vinny 1992,10377,104952
2303,Nashville ,1975,Nashville 1975,3121,73440
2304,Love Is the Devil ,1998,Love Is the Devil 1998,4975,119577
2305,Slam ,1998,Slam 1998,37532,139615
2306,Holy Man ,1998,Holy Man 1998,9713,120701
2307,One Tough Cop ,1998,One Tough Cop 1998,134368,122642
2308,Detroit 9000 ,1973,Detroit 9000 1973,85837,69966
2309,"Inheritors, The ",1998,"Inheritors, The 1998",1039,141824
2310,"Mighty, The ",1998,"Mighty, The 1998",9821,119670
2312,Children of a Lesser God ,1986,Children of a Lesser God 1986,1890,90830
2313,"Elephant Man, The ",1980,"Elephant Man, The 1980",1955,80678
2314,Beloved ,1998,Beloved 1998,39437,120603
2315,Bride of Chucky ,1998,Bride of Chucky 1998,11932,144120
2316,Practical Magic ,1998,Practical Magic 1998,6435,120791
2317,"Alarmist, The ",1997,"Alarmist, The 1997",108316,119534
2318,Happiness ,1998,Happiness 1998,10683,147612
2320,Apt Pupil ,1998,Apt Pupil 1998,9445,118636
2321,Pleasantville ,1998,Pleasantville 1998,2657,120789
2322,Soldier ,1998,Soldier 1998,9425,120157
2323,"Cruise, The ",1998,"Cruise, The 1998",32326,150230
2324,Life Is Beautiful ,1997,Life Is Beautiful 1997,637,118799
2325,Orgazmo ,1997,Orgazmo 1997,8675,124819
2326,Shattered Image ,1998,Shattered Image 1998,125762,143874
2327,Tales from the Darkside: The Movie ,1990,Tales from the Darkside: The Movie 1990,20701,100740
2328,Vampires ,1998,Vampires 1998,9945,120877
2329,American History X ,1998,American History X 1998,73,120586
2330,Hands on a Hard Body ,1996,Hands on a Hard Body 1996,18603,116481
2331,Living Out Loud ,1998,Living Out Loud 1998,46889,120722
2332,Belly ,1998,Belly 1998,12888,158493
2333,Gods and Monsters ,1998,Gods and Monsters 1998,3033,120684
2334,"Siege, The ",1998,"Siege, The 1998",9882,133952
2335,"Waterboy, The ",1998,"Waterboy, The 1998",10663,120484
2336,Elizabeth ,1998,Elizabeth 1998,4518,127536
2337,Velvet Goldmine ,1998,Velvet Goldmine 1998,1808,120879
2338,I Still Know What You Did Last Summer ,1998,I Still Know What You Did Last Summer 1998,3600,130018
2339,I'll Be Home For Christmas ,1998,I'll Be Home For Christmas 1998,17037,155753
2340,Meet Joe Black ,1998,Meet Joe Black 1998,297,119643
2341,Dancing at Lughnasa ,1998,Dancing at Lughnasa 1998,5332,120643
2342,Hard Core Logo ,1996,Hard Core Logo 1996,21589,116488
2343,"Naked Man, The ",1998,"Naked Man, The 1998",8336,120767
2344,Runaway Train ,1985,Runaway Train 1985,11893,89941
2345,Desert Bloom ,1986,Desert Bloom 1986,123056,90934
2346,"Stepford Wives, The ",1975,"Stepford Wives, The 1975",12223,73747
2347,"Pope of Greenwich Village, The ",1984,"Pope of Greenwich Village, The 1984",32081,87932
2348,Sid and Nancy ,1986,Sid and Nancy 1986,14924,91954
2349,Mona Lisa ,1986,Mona Lisa 1986,10002,91538
2350,Heart Condition ,1990,Heart Condition 1990,41817,99750
2351,Nights of Cabiria ,1957,Nights of Cabiria 1957,19426,50783
2352,"Big Chill, The ",1983,"Big Chill, The 1983",12560,85244
2353,Enemy of the State ,1998,Enemy of the State 1998,9798,120660
2354,"Rugrats Movie, The ",1998,"Rugrats Movie, The 1998",14444,134067
2355,"Bug's Life, A ",1998,"Bug's Life, A 1998",9487,120623
2356,Celebrity ,1998,Celebrity 1998,9466,120533
2357,Central Station ,1998,Central Station 1998,666,140888
2358,Savior ,1998,Savior 1998,2042,120070
2359,Waking Ned Devine ,1998,Waking Ned Devine 1998,10162,166396
2360,"Celebration, The ",1998,"Celebration, The 1998",309,154420
2361,Pink Flamingos ,1972,Pink Flamingos 1972,692,69089
2362,Glen or Glenda ,1953,Glen or Glenda 1953,24018,45826
2363,Godzilla ,1954,Godzilla 1954,1678,47034
2365,King Kong vs. Godzilla ,1962,King Kong vs. Godzilla 1962,1680,56142
2366,King Kong ,1933,King Kong 1933,244,24216
2367,King Kong ,1976,King Kong 1976,10730,74751
2368,King Kong Lives ,1986,King Kong Lives 1986,31947,91344
2369,Desperately Seeking Susan ,1985,Desperately Seeking Susan 1985,8130,89017
2370,"Emerald Forest, The ",1985,"Emerald Forest, The 1985",11532,89087
2371,Fletch ,1985,Fletch 1985,9749,89155
2372,Fletch Lives ,1989,Fletch Lives 1989,14628,97366
2373,Red Sonja ,1985,Red Sonja 1985,9626,89893
2374,Gung Ho ,1986,Gung Ho 1986,13698,91159
2375,"Money Pit, The ",1986,"Money Pit, The 1986",10466,91541
2376,"View to a Kill, A ",1985,"View to a Kill, A 1985",707,90264
2377,Lifeforce ,1985,Lifeforce 1985,11954,89489
2378,Police Academy ,1984,Police Academy 1984,9336,87928
2379,Police Academy 2: Their First Assignment ,1985,Police Academy 2: Their First Assignment 1985,10157,89822
2380,Police Academy 3: Back in Training ,1986,Police Academy 3: Back in Training 1986,12118,91777
2381,Police Academy 4: Citizens on Patrol ,1987,Police Academy 4: Citizens on Patrol 1987,10587,93756
2382,Police Academy 5: Assignment: Miami Beach ,1988,Police Academy 5: Assignment: Miami Beach 1988,11825,95882
2383,Police Academy 6: City Under Siege ,1989,Police Academy 6: City Under Siege 1989,11895,98105
2384,Babe: Pig in the City ,1998,Babe: Pig in the City 1998,9447,120595
2385,Home Fries ,1998,Home Fries 1998,12257,119304
2386,Jerry Springer: Ringmaster ,1998,Jerry Springer: Ringmaster 1998,37536,165494
2387,Very Bad Things ,1998,Very Bad Things 1998,10029,124198
2388,Steam: The Turkish Bath ,1997,Steam: The Turkish Bath 1997,27104,119248
2389,Psycho ,1998,Psycho 1998,11252,155975
2390,Little Voice ,1998,Little Voice 1998,8545,147004
2391,"Simple Plan, A ",1998,"Simple Plan, A 1998",10223,120324
2392,Jack Frost ,1998,Jack Frost 1998,9745,141109
2393,Star Trek: Insurrection ,1998,Star Trek: Insurrection 1998,200,120844
2394,"Prince of Egypt, The ",1998,"Prince of Egypt, The 1998",9837,120794
2395,Rushmore ,1998,Rushmore 1998,11545,128445
2396,Shakespeare in Love ,1998,Shakespeare in Love 1998,1934,138097
2397,Mass Appeal ,1984,Mass Appeal 1984,110643,87688
2398,Miracle on 34th Street ,1947,Miracle on 34th Street 1947,11881,39628
2399,Santa Claus: The Movie ,1985,Santa Claus: The Movie 1985,13764,89961
2400,Prancer ,1989,Prancer 1989,24951,98115
2401,Pale Rider ,1985,Pale Rider 1985,8879,89767
2402,Rambo: First Blood Part II ,1985,Rambo: First Blood Part II 1985,1369,89880
2403,First Blood ,1982,First Blood 1982,1368,83944
2404,Rambo III ,1988,Rambo III 1988,1370,95956
2405,"Jewel of the Nile, The ",1985,"Jewel of the Nile, The 1985",10303,89370
2406,Romancing the Stone ,1984,Romancing the Stone 1984,9326,88011
2407,Cocoon ,1985,Cocoon 1985,10328,88933
2408,Cocoon: The Return ,1988,Cocoon: The Return 1988,11285,94890
2409,Rocky II ,1979,Rocky II 1979,1367,79817
2410,Rocky III ,1982,Rocky III 1982,1371,84602
2411,Rocky IV ,1985,Rocky IV 1985,1374,89927
2412,Rocky V ,1990,Rocky V 1990,1375,100507
2413,Clue ,1985,Clue 1985,15196,88930
2414,Young Sherlock Holmes ,1985,Young Sherlock Holmes 1985,11904,90357
2415,Violets Are Blue... ,1986,Violets Are Blue... 1986,215875,92173
2416,Back to School ,1986,Back to School 1986,15596,90685
2417,Heartburn ,1986,Heartburn 1986,13818,91188
2418,Nothing in Common ,1986,Nothing in Common 1986,29968,91653
2419,Extremities ,1986,Extremities 1986,44326,91024
2420,"Karate Kid, The ",1984,"Karate Kid, The 1984",1885,87538
2421,"Karate Kid, Part II, The ",1986,"Karate Kid, Part II, The 1986",8856,91326
2423,Christmas Vacation ,1989,Christmas Vacation 1989,5825,97958
2424,You've Got Mail ,1998,You've Got Mail 1998,9489,128853
2425,"General, The ",1998,"General, The 1998",16885,120706
2426,"Theory of Flight, The ",1998,"Theory of Flight, The 1998",76857,120861
2427,"Thin Red Line, The ",1998,"Thin Red Line, The 1998",8741,120863
2428,"Faculty, The ",1998,"Faculty, The 1998",9276,133751
2429,Mighty Joe Young ,1998,Mighty Joe Young 1998,9822,120751
2430,Mighty Joe Young ,1949,Mighty Joe Young 1949,39314,41650
2431,Patch Adams ,1998,Patch Adams 1998,10312,129290
2432,Stepmom ,1998,Stepmom 1998,9441,120686
2433,"Civil Action, A ",1998,"Civil Action, A 1998",9422,120633
2434,Down in the Delta ,1998,Down in the Delta 1998,125582,142231
2435,Hurlyburly ,1998,Hurlyburly 1998,24525,119336
2436,Tea with Mussolini ,1999,Tea with Mussolini 1999,10368,120857
2437,Wilde ,1997,Wilde 1997,11365,120514
2438,Outside Ozona ,1998,Outside Ozona 1998,140897,144546
2439,Affliction ,1997,Affliction 1997,31662,118564
2440,Another Day in Paradise ,1998,Another Day in Paradise 1998,36136,127722
2441,"Hi-Lo Country, The ",1998,"Hi-Lo Country, The 1998",1363,120699
2442,Hilary and Jackie ,1998,Hilary and Jackie 1998,46992,150915
2443,Playing by Heart ,1998,Playing by Heart 1998,825,145734
2444,24 7: Twenty Four Seven ,1997,24 7: Twenty Four Seven 1997,22913,120391
2445,At First Sight ,1999,At First Sight 1999,15556,132512
2446,In Dreams ,1999,In Dreams 1999,28902,120710
2447,Varsity Blues ,1999,Varsity Blues 1999,14709,139699
2448,Virus ,1999,Virus 1999,9423,120458
2449,"Garbage Pail Kids Movie, The ",1987,"Garbage Pail Kids Movie, The 1987",14443,93072
2450,Howard the Duck ,1986,Howard the Duck 1986,10658,91225
2451,"Gate, The ",1987,"Gate, The 1987",6917,93075
2452,"Gate II: Trespassers, The ",1990,"Gate II: Trespassers, The 1990",40729,99636
2453,"Boy Who Could Fly, The ",1986,"Boy Who Could Fly, The 1986",24086,90768
2454,"Fly, The ",1958,"Fly, The 1958",11815,51622
2455,"Fly, The ",1986,"Fly, The 1986",9426,91064
2456,"Fly II, The ",1989,"Fly II, The 1989",10344,97368
2457,Running Scared ,1986,Running Scared 1986,15698,91875
2458,Armed and Dangerous ,1986,Armed and Dangerous 1986,2620,90660
2459,"Texas Chainsaw Massacre, The ",1974,"Texas Chainsaw Massacre, The 1974",30497,72271
2460,"Texas Chainsaw Massacre 2, The ",1986,"Texas Chainsaw Massacre 2, The 1986",16337,92076
2461,Leatherface: Texas Chainsaw Massacre III ,1990,Leatherface: Texas Chainsaw Massacre III 1990,25018,99994
2463,Ruthless People ,1986,Ruthless People 1986,12151,91877
2464,Trick or Treat ,1986,Trick or Treat 1986,25438,92112
2465,Deadly Friend ,1986,Deadly Friend 1986,33278,90917
2466,Belizaire the Cajun ,1986,Belizaire the Cajun 1986,274253,90710
2467,"Name of the Rose, The ",1986,"Name of the Rose, The 1986",192,91605
