,num,id,name,year,name_year,tmdbid,imdbid,budget,revenue,collection,popularity,cast,dir
1926,1926,2182,"Wrong Man, The ",1956,"Wrong Man, The 1956",22527,51207,0,0,,0.217206,"[<Cast 'Henry Fonda' as 'Christopher Emanuel 'Manny' Balestrero'>, <Cast 'Vera Miles' as 'Rose Balestrero'>, <Cast 'Anthony Quayle' as 'Frank D. O'Connor'>, <Cast 'Harold J. Stone' as 'Detective Lt. Bowers'>, <Cast 'Charles Cooper' as 'Detective Matthews'>, <Cast 'John Heldabrand' as 'Tomasini'>, <Cast 'Esther Minciotti' as 'Mama Balestrero'>, <Cast 'Doreen Lang' as 'Ann James'>, <Cast 'Laurinda Barrett' as 'Constance Willis'>, <Cast 'Norma Connolly' as 'Betty Todd'>, <Cast 'Nehemiah Persoff' as 'Eugene 'Gene' Conforti'>, <Cast 'Lola D'Annunzio' as 'Olga Conforti, Manny's Sister'>, <Cast 'Kippy Campbell' as 'Robert Balestrero'>, <Cast 'Robert Essen' as 'Gregory Balestrero'>, <Cast 'Richard Robbins' as 'Daniel, the guilty man'>, <Cast 'Dayton Lummis' as 'Judge Groat'>, <Cast 'Peggy Webber' as 'Miss Dennerly'>, <Cast 'Bonnie Franklin' as 'Young Girl (uncredited)'>, <Cast 'Werner Klemperer' as 'Dr. Bannay (uncredited)'>, <Cast 'Harry Dean Stanton' as 'Department of Corrections Employee (uncredited)'>, <Cast 'Tuesday Weld' as 'Giggly Girl (uncredited)'>]","<Crew 'Alfred Hitchcock','Director'>"
1927,1927,2183,"Man Who Knew Too Much, The ",1956,"Man Who Knew Too Much, The 1956",574,49470,2500000,10250000,,1.125707,"[<Cast 'James Stewart' as 'Dr. Ben McKenna'>, <Cast 'Doris Day' as 'Jo McKenna'>, <Cast 'Brenda De Banzie' as 'Lucy Drayton'>, <Cast 'Bernard Miles' as 'Edward Drayton'>, <Cast 'Alan Mowbray' as 'Val Parnell'>, <Cast 'Hillary Brooke' as 'Jan Peterson'>, <Cast 'Christopher Olsen' as 'Hank McKenna'>, <Cast 'Daniel Gélin' as 'Louis Bernard'>, <Cast 'Reggie Nalder' as 'Assassin at Albert Hall'>, <Cast 'Bernard Herrmann' as 'Conductor at Albert Hall'>, <Cast 'Carolyn Jones' as 'Cindy Fontaine'>, <Cast 'Alix Talton' as 'Helen Parnell'>, <Cast 'Richard Wattis' as 'Assistant Manager'>, <Cast 'Ralph Truman' as 'Buchanan'>, <Cast 'Mogens Wieth' as 'Ambassador'>, <Cast 'Noel Willman' as 'Woburn'>, <Cast 'Yves Brainville' as 'Police Inspector'>, <Cast 'Patrick Aherne' as 'Handyman (uncredited)'>, <Cast 'Frank Albertson' as 'Worker at the Taxidermist's (uncredited)'>, <Cast 'Frank Atkinson' as 'Taxidermist (uncredited)'>, <Cast 'John Barrard' as 'Taxidermist (uncredited)'>, <Cast 'Mayne Lynton' as 'Taxidermist (uncredited)'>, <Cast 'Clifford Buckton' as 'Sir Kenneth Clarke (uncredited)'>, <Cast 'Walter Bacon' as 'Church Member (uncredited)'>, <Cast 'Lovyss Bradley' as 'Church Member (uncredited)'>, <Cast 'Nora Bush' as 'Church Member (uncredited)'>, <Cast 'Ann Kunde' as 'Church Member (uncredited)'>, <Cast 'Jean Ransome' as 'Church Member (uncredited)'>, <Cast 'Albert Carrier' as 'French Policeman (uncredited)'>, <Cast 'Louis Mercier' as 'French Policeman (uncredited)'>, <Cast 'Anthony Warde' as 'French Policeman (uncredited)'>, <Cast 'Frank Baker' as 'Royal Albert Hall Attendee (uncredited)'>, <Cast 'Oliver Cross' as 'Royal Albert Hall Attendee (uncredited)'>, <Cast 'Sam Harris' as 'Royal Albert Hall Attendee (uncredited)'>, <Cast 'Jimmie Horan' as 'Royal Albert Hall Attendee (uncredited)'>, <Cast 'Carl M. Leviness' as 'Royal Albert Hall Attendee (uncredited)'>, <Cast 'Lee Miller' as 'Royal Albert Hall Attendee (uncredited)'>, <Cast 'Arthur Tovey' as 'Royal Albert Hall Attendee (uncredited)'>, <Cast 'Harry Fine' as 'Edington (uncredited)'>, <Cast 'Alex Frazer' as 'Man (uncredited)'>, <Cast 'Wolf Frees' as 'Aide to Prime Minister (uncredited)'>, <Cast 'Richard Marner' as 'Aide to Prime Minister (uncredited)'>, <Cast 'Milton Frome' as 'Guard (uncredited)'>, <Cast 'Walter Gotell' as 'Guard (uncredited)'>, <Cast 'Leo Gordon' as 'Chauffeur (uncredited)'>, <Cast 'Bernard Herrmann' as 'Conductor / Himself (uncredited)'>, <Cast 'Alfred Hitchcock' as 'Man in Morocco Marketplace (uncredited)'>, <Cast 'Gladys Holland' as 'Bernard's Date at Restaurant (uncredited)'>, <Cast 'George Howe' as 'Ambrose Chappell Sr (uncredited)'>, <Cast 'Richard Wordsworth' as 'Ambrose Chappell Jr (uncredited)'>, <Cast 'Eumenio Blanco' as 'Arab (uncredited)'>, <Cast 'Allen Jaffe' as 'Arab (uncredited)'>, <Cast 'Lou Krugman' as 'Arab (uncredited)'>, <Cast 'Harold Kasket' as 'Butler (uncredited)'>, <Cast 'Barry Keegan' as 'Patterson (uncredited)'>, <Cast 'Lloyd Lamble' as 'General Manager of Albert Hall (uncredited)'>, <Cast 'Lewis Martin' as 'Detective (uncredited)'>, <Cast 'Ralph Neff' as 'Henchman (uncredited)'>, <Cast 'John O'Malley' as 'Uniformed Attendant (uncredited)'>, <Cast 'Eric Snowden' as 'Special Branch Officer (uncredited)'>, <Cast 'Patrick Whyte' as 'Special Branch Officer (uncredited)'>, <Cast 'Alma Taylor' as 'Box Office Woman (uncredited)'>, <Cast 'Guy Verney' as 'Footman (uncredited)'>, <Cast 'Peter Williams' as 'Police Sergeant (uncredited)'>]","<Crew 'Alfred Hitchcock','Director'>"
1928,1928,2184,"Trouble with Harry, The ",1955,"Trouble with Harry, The 1955",11219,48750,1200000,0,,0.819682,"[<Cast 'Edmund Gwenn' as 'Capt. Albert Wiles'>, <Cast 'John Forsythe' as 'Sam Marlowe'>, <Cast 'Mildred Natwick' as 'Miss Ivy Gravely'>, <Cast 'Mildred Dunnock' as 'Mrs. Wiggs'>, <Cast 'Jerry Mathers' as 'Arnie Rogers'>, <Cast 'Shirley MacLaine' as 'Jennifer Rogers'>, <Cast 'Royal Dano' as 'Deputy Sheriff Calvin Wiggs'>]","<Crew 'Alfred Hitchcock','Director'>"
1929,1929,2185,I Confess ,1953,I Confess 1953,30159,45897,0,0,,0.570799,"[<Cast 'Montgomery Clift' as 'Fr. Michael William Logan'>, <Cast 'Anne Baxter' as 'Ruth Grandfort'>, <Cast 'Karl Malden' as 'Inspector Larrue'>, <Cast 'Brian Aherne' as 'Willy Robertson'>, <Cast 'O.E. Hasse' as 'Otto Keller'>, <Cast 'Roger Dann' as 'Pierre Grandfort'>, <Cast 'Dolly Haas' as 'Alma Keller'>, <Cast 'Charles Andre' as 'Fr. Millars'>, <Cast 'Nan Boardman' as 'Maid (uncredited)'>, <Cast 'Henry Corden' as 'Det. Sgt. Farouche (uncredited)'>, <Cast 'Alfred Hitchcock' as 'Man Crossing the Top of Long Staircase (uncredited)'>, <Cast 'Gilles Pelletier' as 'Father Benoit (uncredited)'>, <Cast 'Judson Pratt' as 'Murphy (uncredited)'>]","<Crew 'Alfred Hitchcock','Director'>"
1930,1930,2186,Strangers on a Train ,1951,Strangers on a Train 1951,845,44079,1200000,0,,0.681302,"[<Cast 'Farley Granger' as 'Guy Haines'>, <Cast 'Ruth Roman' as 'Anne Morton'>, <Cast 'Robert Walker' as 'Bruno Anthony'>, <Cast 'Leo G. Carroll' as 'Sen. Morton'>, <Cast 'Patricia Hitchcock' as 'Barbara Morton'>, <Cast 'Norma Varden' as 'Mrs. Cunningham'>, <Cast 'Marion Lorne' as 'Mrs. Anthony'>, <Cast 'Jonathan Hale' as 'Mr. Anthony'>, <Cast 'Howard St. John' as 'Police Capt. Turley'>, <Cast 'John Brown' as 'Prof. Collins'>, <Cast 'Robert Gist' as 'Leslie Hennessy'>, <Cast 'Kasey Rogers' as 'Miriam Joyce Haines'>, <Cast 'Harry Hines' as 'Elderly man crawling under carousel'>, <Cast 'John Doucette' as 'Hammond'>]","<Crew 'Alfred Hitchcock','Director'>"
1931,1931,2187,Stage Fright ,1950,Stage Fright 1950,1978,42994,0,0,,0.433792,"[<Cast 'Marlene Dietrich' as 'Charlotte Inwood'>, <Cast 'Jane Wyman' as 'Eve Gill'>, <Cast 'Michael Wilding' as 'Det. Insp. Wilfried 'Ordinary' Smith'>, <Cast 'Richard Todd' as 'Jonathan Cooper'>, <Cast 'Alastair Sim' as 'Commodore Gill'>, <Cast 'Sybil Thorndike' as 'Mrs. Gill'>, <Cast 'André Morell' as 'Inspector Byard'>, <Cast 'Kay Walsh' as 'Nellie Goode'>, <Cast 'Miles Malleson' as 'Mr. Fortesque'>, <Cast 'Hector MacGregor' as 'Freddie Williams'>, <Cast 'Joyce Grenfell' as ''Lovely Ducks''>, <Cast 'Patricia Hitchcock' as 'Chubby Bannister'>, <Cast 'Ballard Berkeley' as 'Sergeant Mellish'>, <Cast 'John Harvey' as 'Inspector Loomis (uncredited)'>]","<Crew 'Alfred Hitchcock','Director'>"
1932,1932,2188,54 ,1998,54 1998,3682,120577,13000000,16757163,,0.952555,"[<Cast 'Ryan Phillippe' as 'Shane O'Shea'>, <Cast 'Salma Hayek' as 'Anita Randazzo'>, <Cast 'Mike Myers' as 'Steve Rubell'>, <Cast 'Neve Campbell' as 'Julie Black'>, <Cast 'Sherry Stringfield' as 'Viv'>, <Cast 'Sela Ward' as 'Billie Auster'>, <Cast 'Breckin Meyer' as 'Greg Randazzo'>, <Cast 'Daniel Lapaine' as 'Marc the Doorman'>, <Cast 'Erika Alexander' as 'Ciel'>, <Cast 'Heather Matarazzo' as 'Grace O'Shea'>, <Cast 'Aemilia Robinson' as 'Kelly O'Shea'>, <Cast 'Skipp Sudduth' as 'Harlan O'Shea'>, <Cast 'Mark Ruffalo' as 'Ricko'>, <Cast 'Lauren Hutton' as 'Liz Vangelder'>, <Cast 'Arthur J. Nascarella' as 'IRS Agent'>, <Cast 'John Hines' as 'IRS Agent'>, <Cast 'Barbara Radecki' as 'TV Host'>, <Cast 'Sean Sullivan' as 'Andy Warhol'>, <Cast 'Victor Sutherland' as 'DJ'>, <Cast 'Coati Mundi' as 'DJ'>, <Cast 'Sheryl Crow' as 'VIP'>, <Cast 'Heidi Klum' as 'VIP'>, <Cast 'Donald Trump' as 'VIP'>, <Cast 'Sophie Rousseau' as 'VIP'>, <Cast 'Cindy Crawford' as 'VIP'>, <Cast 'Georgina Grenville' as 'VIP'>, <Cast 'Victor Browne' as 'VIP'>, <Cast 'Noam Jenkins' as 'Romeo'>, <Cast 'Cameron Mathison' as 'Atlanta'>, <Cast 'Jay Goede' as 'Buck'>, <Cast 'Patrick Taylor' as 'Tarzan'>, <Cast 'Ellen Dow' as 'Disco Dottie'>]","<Crew 'Mark Christopher','Director'>"
1933,1933,2190,Why Do Fools Fall In Love? ,1998,Why Do Fools Fall In Love? 1998,46702,123324,0,12413650,,0.075581,"[<Cast 'Vivica A. Fox' as 'Elizabeth 'Mickey' Waters'>, <Cast 'Lela Rochon' as 'Emira Eagle'>, <Cast 'Halle Berry' as 'Zola Taylor'>, <Cast 'Larenz Tate' as 'Frankie Lymon'>, <Cast 'Pamela Reed' as 'Judge Lambrey'>, <Cast 'Clifton Powell' as 'Lawrence Roberts'>, <Cast 'Paul Mazursky' as 'Morris Levy'>, <Cast 'Miguel A. Núñez, Jr.' as 'Young Little Richard'>, <Cast 'James Gleason' as 'Stage Manager'>]","<Crew 'Stephen James Taylor','Music'>"
1934,1934,2191,"Merry War, A ",1997,"Merry War, A 1997",54795,119453,0,0,,0.109281,"[<Cast 'Helena Bonham Carter' as 'Rosemary'>, <Cast 'Liz Smith' as 'Mrs Meakin'>, <Cast 'Jim Carter' as 'Erskine'>, <Cast 'Richard E. Grant' as 'Gordon Comstock'>]","<Crew 'Robert Bierman','Director'>"
1935,1935,2192,See the Sea ,1997,See the Sea 1997,46748,139564,0,0,,0.000159,"[<Cast 'Sasha Hails' as 'Sasha'>, <Cast 'Marina de Van' as 'Tatiana'>, <Cast 'Samantha' as 'Sioffra'>, <Cast 'Paul Raoux' as 'le mari de Sasha'>]","<Crew 'François Ozon','Director'>"
1936,1936,2193,Willow ,1988,Willow 1988,847,96446,35000000,57269863,,0.884674,"[<Cast 'Warwick Davis' as 'Willow Ufgood'>, <Cast 'Val Kilmer' as 'Madmartigan'>, <Cast 'Joanne Whalley' as 'Sorsha'>, <Cast 'Jean Marsh' as 'Queen Bavmorda'>, <Cast 'Patricia Hayes' as 'Fin Raziel'>, <Cast 'Billy Barty' as 'High Aldwin'>, <Cast 'Pat Roach' as 'General Kael'>, <Cast 'Gavin O'Herlihy' as 'Airk Thaughbaer'>, <Cast 'David Steinberg' as 'Meegosh'>, <Cast 'Phil Fondacaro' as 'Vohnkar'>, <Cast 'Mark Northover' as 'Burglekutt'>]","<Crew 'Ron Howard','Director'>"
1937,1937,2194,"Untouchables, The ",1987,"Untouchables, The 1987",117,94226,25000000,76270454,,1.190476,"[<Cast 'Kevin Costner' as 'Eliot Ness'>, <Cast 'Sean Connery' as 'Jim Malone'>, <Cast 'Robert De Niro' as 'Al Capone'>, <Cast 'Andy García' as 'Agent George Stone/Giuseppe Petri'>, <Cast 'Charles Martin Smith' as 'Agent Oscar Wallace'>, <Cast 'Richard Bradford' as 'Police Chief Mike Dorsett'>, <Cast 'Jack Kehoe' as 'Walter Payne'>, <Cast 'Brad Sullivan' as 'George'>, <Cast 'Billy Drago' as 'Frank Nitti'>, <Cast 'Patricia Clarkson' as 'Catherine Ness'>, <Cast 'Vito D'Ambrosio' as 'Bowtie Driver'>, <Cast 'Steven Goldstein' as 'Scoop'>, <Cast 'Peter Aylward' as 'Lt. Anderson'>, <Cast 'Don Harvey' as 'Officer Preseuski'>, <Cast 'Robert Swan' as 'Mountie Captain'>, <Cast 'Del Close' as 'Alderman'>, <Cast 'Mike Bacarella' as 'Overcoat Hood'>, <Cast 'Larry Brandenburg' as 'Reporter'>, <Cast 'Chelcie Ross' as 'Reporter'>, <Cast 'Tim Gamble' as 'Reporter'>, <Cast 'Jennifer Anglin' as 'Woman in Elevator'>, <Cast 'Anthony Mockus Sr.' as 'Judge'>, <Cast 'Will Zahrn' as 'Defense Attorney'>, <Cast 'Joe Greco' as 'Bodyguard'>, <Cast 'Clem Caserta' as 'Bodyguard'>, <Cast 'Robert Miranda' as 'Gunned Head'>, <Cast 'John Barrowman' as 'Street Person (uncredited)'>, <Cast 'Clifton James' as 'District Attorney (uncredited)'>, <Cast 'Stephen Burrows' as 'Hoodlum (uncredited)'>, <Cast 'Jack Fitzstephens' as 'Train Announcer (uncredited)'>, <Cast 'Matt Johnston' as 'Union Station Bodyguard (uncredited)'>, <Cast 'Robert Minkoff' as 'Bit (uncredited)'>, <Cast 'William Rossman' as 'Gangster (uncredited)'>]","<Crew 'Brian De Palma','Director'>"
1938,1938,2195,Dirty Work ,1998,Dirty Work 1998,14577,120654,0,0,,0.326318,"[<Cast 'Norm Macdonald' as 'Mitch Weaver'>, <Cast 'Artie Lange' as 'Sam McKenna'>, <Cast 'Jack Warden' as ''Pops' McKenna'>, <Cast 'Traylor Howard' as 'Kathy'>, <Cast 'Don Rickles' as 'Mr. Hamilton'>, <Cast 'Christopher McDonald' as 'Travis Cole'>, <Cast 'Chevy Chase' as 'Dr. Farthing'>, <Cast 'Chris Farley' as 'Jimmy'>, <Cast 'Gary Coleman' as 'Himself'>, <Cast 'Kevin Farley' as 'Theatre Worker'>, <Cast 'Rebecca Romijn' as 'Bearded Lady'>, <Cast 'Fred Wolf' as 'Homeless Man'>, <Cast 'Bradley Reid' as 'Mitch (8 Years Old)'>, <Cast 'Matt Steinberg' as 'Mitch (18 years old)'>, <Cast 'Joseph Sicilia' as 'Sam (8 years old)'>, <Cast 'Austin Pool' as 'Sam (16 years old)'>, <Cast 'Matt Steinberg' as 'Mitch (16 years old)'>, <Cast 'Gerry Mendicino' as 'Manetti'>, <Cast 'A. Frank Ruffo' as 'Aldo'>, <Cast 'Hrant Alianak' as 'John Kirkpatrick'>, <Cast 'Michael Vollans' as 'Derek (10 years old)'>, <Cast 'Grant Nickalls' as 'Jason'>, <Cast 'Deborah Hinderstein' as 'Charlene'>, <Cast 'Scott Gibson' as 'Frat Guy'>, <Cast 'Laura Stone' as 'Veronica'>, <Cast 'Polly Shannon' as 'Toni-Ann'>, <Cast 'Rummy Bishop' as 'Homeless Guy at Apartment'>, <Cast 'Henry Chan' as 'Doctor at Fat Clinic'>, <Cast 'David Koechner' as 'Anton Phillips'>, <Cast 'James Carroll' as 'Middle-aged guy'>, <Cast 'Paul O'Sullivan' as 'A.D.'>, <Cast 'Uni Park' as 'Lin Young (Saigon Whore)'>, <Cast 'Boyd Banks' as 'Creepy Harry'>, <Cast 'B.J. McQueen' as 'Big Wet Man'>, <Cast 'Tony Meyler' as 'Lobby Henchman'>, <Cast 'Shane Daly' as 'Door Henchman'>, <Cast 'James Binkley' as 'Unaffected Henchman'>, <Cast 'James Downey' as 'Martin (Homeless Guy)'>, <Cast 'Wilfrid Bray' as 'Homeless Guy'>, <Cast 'Jessica Booker' as 'Mrs. Murphy'>, <Cast 'Johnie Chase' as 'Policeman'>, <Cast 'Conrad Bergschneider' as 'Policeman'>, <Cast 'Kay Hawtrey' as 'Gladys'>, <Cast 'Lloyd White' as 'Ron'>, <Cast 'Dini Petty' as 'Dini Petty'>, <Cast 'Mike Anscombe' as 'Mike Anscombe'>, <Cast 'Howard Jerome' as 'Foreman'>, <Cast 'Arturo Gil' as 'Paul'>, <Cast 'Joslyn Wenn' as 'Jenkins' Fantasy Girl'>, <Cast 'Robbie Rox' as 'Huge Prisoner'>, <Cast 'Chris Gillett' as 'Suit Guy'>, <Cast 'Sanjay Taiwar' as 'Theater Worker'>, <Cast 'Trevor Bain' as 'Jenkins'>, <Cast 'Gord Martineau' as 'Gord Martineau'>, <Cast 'George Sperdakos' as 'Opera Critic'>, <Cast 'Eleanor Doyes' as 'Oper Critic's Date'>, <Cast 'Laura Pudwell' as 'Opera Lady'>, <Cast 'Emilio Roman' as 'Baritone Errante'>, <Cast 'George Chuvalo' as 'Ring Announcer'>, <Cast 'Gary Coleman' as 'Gary Coleman'>, <Cast 'Ken Norton' as 'Ken Norton'>, <Cast 'Christine Odom' as 'Adult Jenny'>, <Cast 'Richard Sali' as 'Crossing Guard'>, <Cast 'Michael A. Miranda' as 'Lowlife'>, <Cast 'Mif' as 'Lowlife'>, <Cast 'Cliff Saunders' as 'Car Radio Thief'>, <Cast 'Bess Motta' as 'Aerobics Instructor'>, <Cast 'Arlaine Wright' as 'Aerobics Instructor'>, <Cast 'Michael Stevens' as 'Rock Guitarist'>, <Cast 'Jennifer Steede' as 'Woman at Bar'>, <Cast 'Conrad Goode' as 'John'>, <Cast 'John Goodman' as 'Mayor Adrian Riggins'>, <Cast 'Adam Sandler' as 'Satan'>]","<Crew 'Bob Saget','Director'>"
1939,1939,2196,Knock Off ,1998,Knock Off 1998,37498,120724,33000000,0,,0.579978,"[<Cast 'Jean-Claude Van Damme' as 'Marcus Ray'>, <Cast 'Lela Rochon' as 'Karen Lee'>, <Cast 'Paul Sorvino' as 'Harry Johanson'>, <Cast 'Rob Schneider' as 'Tommy Hendricks'>, <Cast 'Mark Houghton' as 'Bear'>, <Cast 'Kim-Maree Penn' as 'Chip'>]","<Crew 'Steven E. de Souza','Writer'>"
1940,1940,2197,Firelight ,1997,Firelight 1997,38621,119125,0,0,,0.236281,"[<Cast 'Sophie Marceau' as ''>, <Cast 'Stephen Dillane' as ''>, <Cast 'Dominique Belcourt' as ''>, <Cast 'Kevin Anderson' as ''>]","<Crew 'William Nicholson','Director'>"
1941,1941,2198,Modulations ,1998,Modulations 1998,59138,139468,0,0,,0.000143,"[<Cast 'Karlheinz Stockhausen' as 'Himself'>, <Cast 'Moby' as 'Himself'>, <Cast 'Afrika Bambaataa' as 'Himself'>, <Cast 'Derrick May' as 'Himself'>, <Cast 'Genesis P-Orridge' as 'Himself'>]","<Crew 'Iara Lee','Director'>"
1942,1942,2199,Phoenix ,1998,Phoenix 1998,28047,119892,0,0,,0.137803,"[<Cast 'Ray Liotta' as 'Harry Collins'>, <Cast 'Anthony LaPaglia' as 'Mike Henshaw'>, <Cast 'Anjelica Huston' as 'Leila'>, <Cast 'Daniel Baldwin' as 'James Nutter'>, <Cast 'Jeremy Piven' as 'Fred Shuster'>, <Cast 'Xander Berkeley' as 'Lt. Clyde Webber'>, <Cast 'Giancarlo Esposito' as 'Louie'>, <Cast 'Brittany Murphy' as 'Veronica'>, <Cast 'Kari Wuhrer' as 'Katie Shuster'>, <Cast 'Giovanni Ribisi' as 'Joey Schneider'>, <Cast 'Tom Noonan' as 'Chicago'>, <Cast 'Kathryn Joosten' as 'Esther'>]","<Crew 'Danny Cannon','Director'>"
1943,1943,2200,Under Capricorn ,1949,Under Capricorn 1949,4175,42004,0,0,,0.236687,"[<Cast 'Ingrid Bergman' as 'Lady Henrietta Flusky'>, <Cast 'Joseph Cotten' as 'Sam Flusky'>, <Cast 'Michael Wilding' as 'Charles Adare'>, <Cast 'Margaret Leighton' as 'Milly'>, <Cast 'Cecil Parker' as 'The Governor'>, <Cast 'Denis O'Dea' as 'Mr. Corrigan'>, <Cast 'Jack Watling' as 'Winter'>, <Cast 'Harcourt Williams' as 'The Coachman'>, <Cast 'John Ruddock' as 'Mr. Potter'>, <Cast 'Bill Shine' as 'Mr. Banks'>, <Cast 'Victor Lucas' as 'The Reverend Smiley'>, <Cast 'Alfred Hitchcock' as 'Man at Governor's Reception'>]","<Crew 'Alfred Hitchcock','Director'>"
1944,1944,2201,"Paradine Case, The ",1947,"Paradine Case, The 1947",31667,39694,0,0,,0.439572,"[<Cast 'Gregory Peck' as 'Anthony Keane'>, <Cast 'Ann Todd' as 'Gay Keane'>, <Cast 'Charles Laughton' as 'Judge Lord Thomas Horfield'>, <Cast 'Charles Coburn' as 'Sir Simon Flaquer'>, <Cast 'Ethel Barrymore' as 'Lady Sophie Horfield'>, <Cast 'Louis Jourdan' as 'Andre Latour'>, <Cast 'Alida Valli' as 'Mrs. Paradine (as Valli)'>, <Cast 'Leo G. Carroll' as 'Sir Joseph'>, <Cast 'Joan Tetzel' as 'Judy Flaquer'>, <Cast 'Isobel Elsom' as 'Innkeeper'>]","<Crew 'Alfred Hitchcock','Director'>"
1945,1945,2202,Lifeboat ,1944,Lifeboat 1944,13321,37017,1590000,0,,0.787143,"[<Cast 'Tallulah Bankhead' as 'Connie Porter'>, <Cast 'William Bendix' as 'Gus'>, <Cast 'Walter Slezak' as 'Willy'>, <Cast 'Mary Anderson' as 'Alice MacKenzie'>, <Cast 'John Hodiak' as 'Kovac'>, <Cast 'Henry Hull' as 'Rittenhouse'>, <Cast 'Heather Angel' as 'Mrs.Higley'>, <Cast 'Hume Cronyn' as 'Sparks'>, <Cast 'Canada Lee' as 'Joe'>, <Cast 'Alfred Hitchcock' as 'Man in Newspaper Advertisement (uncredited)'>, <Cast 'William Yetter Jr.' as 'Young German Sailor (uncredited)'>]","<Crew 'Alfred Hitchcock','Director'>"
1946,1946,2203,Shadow of a Doubt ,1943,Shadow of a Doubt 1943,21734,36342,0,0,,0.792759,"[<Cast 'Teresa Wright' as 'Charlotte 'Charlie' Newton'>, <Cast 'Joseph Cotten' as 'Uncle Charlie Oakley'>, <Cast 'Macdonald Carey' as 'Jack Graham'>, <Cast 'Henry Travers' as 'Joseph Newton'>, <Cast 'Patricia Collinge' as 'Emma Newton'>, <Cast 'Hume Cronyn' as 'Herbie Hawkins'>, <Cast 'Wallace Ford' as 'Fred Saunders'>, <Cast 'Edna May Wonacott' as 'Ann Newton'>, <Cast 'Charles Bates' as 'Roger Newton'>, <Cast 'Irving Bacon' as 'Station Master'>, <Cast 'Clarence Muse' as 'Pullman Porter'>, <Cast 'Janet Shaw' as 'Waitress Louise Finch'>, <Cast 'Estelle Jewell' as 'Catherine'>, <Cast 'Virginia Brissac' as 'Mrs. Phillips (uncredited)'>, <Cast 'Frances Carson' as 'Mrs. Potter (uncredited)'>, <Cast 'Earle S. Dewey' as 'Mr. Norton - Traffic Cop (uncredited)'>, <Cast 'Sarah Edwards' as 'Doctor's Wife on Train (uncredited)'>, <Cast 'Edward Fielding' as 'Doctor on Train (uncredited)'>, <Cast 'Vaughan Glaser' as 'Dr. Phillips (uncredited)'>, <Cast 'Alfred Hitchcock' as 'Man on Train Playing Cards (uncredited)'>, <Cast 'Shep Houghton' as 'Ballroom Dancer (uncredited)'>, <Cast 'Ruth Lee' as 'Mrs. MacCurdy (uncredited)'>, <Cast 'Eily Malyon' as 'Mrs. Cochran - Librarian (uncredited)'>, <Cast 'John McGuire' as 'Teen at Crosswalk (uncredited)'>, <Cast 'Shirley Mills' as 'Shirley (uncredited)'>, <Cast 'Constance Purdy' as 'Mrs. Martin - Landlady (uncredited)'>, <Cast 'Isabel Randolph' as 'Margaret Green (uncredited)'>, <Cast 'Grandon Rhodes' as 'Rev. MacCurdy (uncredited)'>, <Cast 'Byron Shores' as 'Detective (uncredited)'>, <Cast 'Edwin Stanley' as 'Mr. Green - Bank President (uncredited)'>, <Cast 'Minerva Urecal' as 'Mrs. Henderson - Clerk at Telegraph Office (uncredited)'>]","<Crew 'John B. Goodman','Art Direction'>"
1947,1947,2204,Saboteur ,1942,Saboteur 1942,31997,35279,0,0,,0.283353,"[<Cast 'Priscilla Lane' as 'Pat'>, <Cast 'Robert Cummings' as 'Barry'>, <Cast 'Otto Kruger' as 'Tobin'>, <Cast 'Alan Baxter' as 'Freeman'>, <Cast 'Clem Bevans' as 'Neilson'>, <Cast 'Norman Lloyd' as 'Fry'>, <Cast 'Alma Kruger' as 'Mrs. Sutton'>, <Cast 'Vaughan Glaser' as 'Mr. Miller (as Vaughan Glazer)'>, <Cast 'Dorothy Peterson' as 'Mrs. Mason'>, <Cast 'Ian Wolfe' as 'Robert'>, <Cast 'Frances Carson' as 'Society Woman'>]","<Crew 'Alfred Hitchcock','Director'>"
1948,1948,2205,Mr. & Mrs. Smith ,1941,Mr. & Mrs. Smith 1941,24197,33922,0,0,,0.557465,"[<Cast 'Carole Lombard' as 'Ann'>, <Cast 'Robert Montgomery' as 'David'>, <Cast 'Gene Raymond' as 'Jeff'>, <Cast 'Jack Carson' as 'Chuck'>, <Cast 'Philip Merivale' as 'Mr. Custler'>, <Cast 'Lucile Watson' as 'Mrs. Custler'>, <Cast 'William Tracy' as 'Sammy'>, <Cast 'Charles Halton' as 'Mr. Deever'>, <Cast 'Esther Dale' as 'Mrs. Krausheimer'>, <Cast 'Emma Dunn' as 'Martha'>, <Cast 'Betty Compson' as 'Gertie'>, <Cast 'Patricia Farr' as 'Gloria'>, <Cast 'William Edmunds' as 'Proprietor Lucy's'>, <Cast 'Pamela Blake' as 'Lily (as Adele Pearce)'>]","<Crew 'Alfred Hitchcock','Director'>"
